vid;T1 Úvod rovnice;186;https://youtu.be/aVrHXcuANQ4
vid;T2 Základní tvar rovnice;256;https://youtu.be/UldA2OKAj-4
vid;T3 Rovnice jako váha - Použití ekvivalentních úprav;433;https://youtu.be/EJ5LJWq3baM
vid;T4 Závorky a proměnná v čitateli;461;https://youtu.be/gXxLsDdGKqs
vid;T5 Neznámá ve jmenovateli;329;https://youtu.be/6ImvskpnLSI
vid;T6 Desetinná čísla;286;https://youtu.be/LiXqAJdffik

vid;P1 Vzorové řešení;154;https://youtu.be/_IQX_Sw0Ui8
exe;P1 Příklad;60;cs;1109;1

vid;P2 Vzorové řešení;197;https://youtu.be/a8_y_LO2pVA
exe;P2 Příklad;60;cs;1010;1

vid;P3 Vzorové řešení;145;https://youtu.be/zfc6Y5jhYHE
exe;P3 Příklad;60;cs;1011;1

vid;P4 Vzorové řešení;179;https://youtu.be/7JKHZAY1JJ4
exe;P4 Příklad;60;cs;1012;1

vid;P5 Vzorové řešení;142;https://youtu.be/q0zd7i__hgc
exe;P5 Příklad;60;cs;1013;1

vid;P6 Vzorové řešení;149;https://youtu.be/t-2gIAIDOcg
exe;P6 Příklad;60;cs;1014;1

vid;P7 Vzorové řešení;231;https://youtu.be/fWHqg8iWQxQ
exe;P7 Příklad;60;cs;1015;1

vid;P8 Vzorové řešení;159;https://youtu.be/VCEKyfiNjn8
exe;P8 Příklad;60;cs;1016;1
