vid;T1 Interpretace 'o kolik' v zadání;244;https://youtu.be/HtaoezqXkR8
exe;T1 Příklad;120;cs;2000;1;2001;1

vid;T2 Interpretace 'kolikrát' v zadání;140;https://youtu.be/cmODZB6YYBI
exe;T2 Příklad;120;cs;2002;1

vid;T3 Úpravy rovnic;184;https://youtu.be/iHTwQ5yxUeU

vid;P1 Příklad 'o kolik', 'kolikrát';425;https://youtu.be/oWOEaN5n_Hg
exe;P1 Příklad;180;cs;2003;1

txt;P2 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme.$ \\[1em] $V krabici jsou pouze jednobarevné kuličky, a to zelené, červené a modré.$\\$Čtvrtina všech kuliček je zelených, šestina všech kuliček je červených, modrých kuliček je o 20 více než červených.$ \\[1em] $1. Vypočtěte, kolik kuliček je v krabici.$\\$2. Vypočtěte, o kolik se liší počty zelených a červených kuliček v krabici.
vid;P2 Barevné kuličky;282;https://youtu.be/HGgZQnD0z9s
exe;P2 Příklad;180;cs;2004;1

txt;P3 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme.$ \\[1em] $Stejné činky jsou baleny po 6 kusech do stejných krabic. V obchodě se sportovními potřebami mají čtyři krabice s činkami, dvě z těchto krabic jsou plné, dvě poloprázdné a vše dohromady váží 47 kg. V každé poloprázdné krabici zůstaly jen 3 činky. Obě poloprázdné krabice s činkami váží celkem 16kg.$ \\[1em] $1. Kolik kg váží jedna plná krabice s činkami?$ \\ $2. Kolik kg váží jedna činka?
vid;P3 Sestavení soustavy rovnic ze zadání;112;https://youtu.be/rEPv1V5REfA
vid;P3 Řešení pomocí soustavy rovnic;366;https://youtu.be/dIadAClCr28
exe;P3 Příklad;180;cs;2005;1
vid;P3 Řešení selským rozumem;272;https://youtu.be/QfHTlCY2YwA

txt;P4 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme.$ \\[1em] $Do firmy, která si pronajala dvě prázdné dílny, přivezli stroje. Polovinu přivezených strojů umístili do první dílny a polovinu do druhé dílny.$ \\[1em] $První den zprovoznili tři pětiny strojů umístěných v první dílně (a žádný stroj v druhé dílně). Druhý den zprovoznili tři čtvrtiny strojů umístěných v druhé dílně (a žádný další v první). Třetí den zprovoznili veškeré zbývající stroje v obou dílnách.$ \\[1em] $Neznámá x představuje celkový počet strojů přivezených do firmy.$\\[1em]$1. V závislosti na veličině x vyjádřete, kolik strojů zprovoznili první den.  $ \\ $2. V závislosti na veličině x vyjádřete, kolik strojů zprovoznili druhý den.  $ \\ $3. Třetí den zprovoznili v obou dílnách dohromady 52 strojů. Vypočtěte celkový počet strojů přivezených do firmy.
vid;P4 Stroje a dílny, interpretace zadání;310;https://youtu.be/ZhdhhNeP8dM
vid;P4 Stroje a dílny, otázky;205;https://youtu.be/6CIOFwCCz8Q
exe;P4 Příklad;180;cs;2006;1

vid;T4 Přímá a nepřímá úměra;586;https://youtu.be/32WRObjIdkk

txt;3 různé cesty ke stejnému výsledku;60;V další úloze Kamil natočil jak první podotázku vyřešit 3 různými způsoby. $ \\[1em] $ Zkus si sám/sama pro sebe porovnat různé způsoby jak výsledek odvodit. Můžeš tím získat silnější intuici pro řešení slovních úloh, které se ti bude hodit, až v přijímačkách dostaneš slovní úlohu, se kterou jsi se předtím nesetkal/a.  $ \\[1em] $ Vyřešíš ji s větší jistotou. 😎 $\\[1em]$ Zadání další slovní úlohy: $\\[1em]$Farmářka chová 3 koně, ale nemá již pro ně žádné krmivo. Chovatel, který má pro svých 5 koní krmivo na 120 dní, farmářce dvě pětiny tohoto krmiva prodá. (Každý kůň spotřebuje za den stejné množství krmiva.)$\\[1em]$Vypočítej, za kolik dní$\\[1em]$1. by veškeré chovatelovo krmivo spotřebovalo všech 8 koní společně.$\\$2. spotřebují chovatelovi koně krmivo, které chovatel neprodá.$\\$3. spotřebují farmářčini koně krmivo, které farmářka zakoupí od chovatele.
vid;P5 Krmivo pro koně, první otázka - 3 různé cesty k řešení;588;https://youtu.be/VeiQBzoImhQ
vid;P5 Krmivo pro koně, druhá a třetí otázka;382;https://youtu.be/6scbhd8xqco
exe;P5 Příklad;180;cs;2007;1

vid;T5 Aritmetický průměr;304;https://youtu.be/swq8vlZ31yk

txt;P6 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme.$ \\[1em] $Každý účastník soutěže mohl získat 0, 1, 2, 3, nebo 4 body. Výsledky soutěže jsou uvedeny v tabulce v následujícím videu. Některá pole tabulky nejsou vyplněna.$\\[1em]$1. Dívek, které získaly pouze 1 bod, bylo dvakrát více než dívek bez bodu. Vypočtěte průměrný bodový zisk dívek.$\\[1em]$2. Chlapců, kteří získali pouze 1 bod, bylo dvakrát více než chlapců bez bodu. Všichni chlapci dohromady získali v soutěži 36 bodů. Vypočtěte průměrný bodový zisk chlapců.
vid;P6 Příklad na aritmetický průměr;390;https://youtu.be/QoVYdKIcOIY
