txt;P1 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladů, které si v něm vysvětlíme.  $ \\[1em] $ První příklad: $ \\ 0,3m^2 - 52 cm^2 = x \space cm^2 \\[1em] $ Druhý příklad: $ \\ x \space dm^3 - 0,04 m^3 = 250 cm^3$ 
vid;P1 Převod jednotek plochy a objemu;245;https://youtu.be/iPjnB7W9YHY
exe;P1 Příklad;180;cs;1;1;2;1

txt;P2 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme.  $ \\[1em] $ Urči, na kolik 16 minutových intervalů lze rozdělit 1,6 hodiny.
vid;P2 Převod jednotek času;89;https://youtu.be/CSHOc42c39Q
exe;P2 Příklad;120;cs;3;1

txt;P3 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme.  $ \\[1em] $ Vypočítej, kolikrát je úhel o velikosti 10° větší než úhel o velikosti 0°20'.
vid;P3 Převod jednotek úhlu;80;https://youtu.be/T4TPb6tna54
exe;P3 Příklad;120;cs;4;1

txt;P4 Zadání příkladu;60;Než se vrhneš na další video, projdi si zadání příkladu, který si v něm vysvětlíme. $ \\[1em] $ Vypočtěte, o kolik se liší druhá mocnina čísla 16, a druhá odmocnina z čísla 16.
vid;P4 O kolik se liší dvě čísla;55;https://youtu.be/eWmMRHz8q48
exe;P4 Příklad;120;cs;5;1

txt;P5 Zadání příkladu;60;Před dalším videem si přečti zadání příkladu, který budeme řešit. Až budeš mít přečteno, klikni další pro spuštění výkladu. $ \\[1em]  \cfrac{0,25}{0,025} : 0,2 = $
vid;P5 Počítání se zlomky;194;https://youtu.be/Hiq2tYoHF3g;askForFeedback
exe;P5 Příklad;120;cs;6;1
